Correct	Eps	Cds	T	DXY	DYX	PV
0	0.412011228349125	<-	1.63189888000488	0.412011228349125	0.587988771650875	0
1	0.00359170967645822	<-	38.4055020809174	0.00359170967645822	0.996408290323542	0
1	0.983198432686661	->	3.2844820022583	0.983198432686661	0.0168015673133395	0
1	0.0483785392132332	<-	3.30790305137634	0.0483785392132332	0.951621460786767	0
1	0.0201770007717458	<-	3.29549098014832	0.0201770007717458	0.979822999228254	0
1	0.780601439157617	->	1.72654414176941	0.780601439157617	0.219398560842383	0
1	0.801799702159006	->	1.70941209793091	0.801799702159006	0.198200297840994	0
1	0.837784737415233	->	1.71443605422974	0.837784737415233	0.162215262584767	0
0	0.50614472836562	->	13.6807911396027	0.50614472836562	0.49385527163438	0
1	0.923935955927899	->	4.62441205978394	0.923935955927899	0.0760640440721005	0
0	0.103667083999793	<-	3.13557505607605	0.103667083999793	0.896332916000207	0
1	0.5312293142528	->	33.6092441082001	0.5312293142528	0.4687706857472	0
1	0.989592086228749	->	1.11196804046631	0.989592086228749	0.0104079137712512	0
0	0.631476439904691	->	0.560716867446899	0.631476439904691	0.368523560095309	0
0	0.612415425216352	->	0.553970098495483	0.612415425216352	0.387584574783648	0
1	0.950190900424821	->	0.6285240650177	0.950190900424821	0.0498090995751793	0
1	0.109352060481441	<-	0.707084178924561	0.109352060481441	0.890647939518559	0
1	0.548818861395713	->	1.98524618148804	0.548818861395713	0.451181138604287	0
0	0.411226722730015	<-	44.2401840686798	0.411226722730015	0.588773277269985	0
0	0.121648267070704	<-	44.5825600624084	0.121648267070704	0.878351732929296	0
0	0.165374944784959	<-	45.5622849464417	0.165374944784959	0.834625055215041	0
0	0.368906810067758	<-	1.01342701911926	0.368906810067758	0.631093189932243	0
1	0.77422793740157	->	0.466837882995605	0.77422793740157	0.22577206259843	0
1	0.453195004053475	<-	10.7711510658264	0.453195004053475	0.546804995946526	0
1	0.510249467227481	->	0.966856002807617	0.510249467227481	0.489750532772519	0
1	0.755450900722012	->	1.3866879940033	0.755450900722012	0.244549099277988	0
1	0.898239412883608	->	0.527193069458008	0.898239412883608	0.101760587116392	0
1	0.940783982756738	->	0.559954881668091	0.940783982756738	0.0592160172432616	0
1	0.670145902650807	->	0.54075288772583	0.670145902650807	0.329854097349193	0
0	0.936610782924756	->	0.552011013031006	0.936610782924756	0.0633892170752437	0
